LET THE FIGHT BEGIN!

--------------------------------------------------

--------------------------------------------------
Tournament Careful vs. Random finished. 
Player tournament scores: 
| Careful | Random |
| 1925.21 | 901.22 |

Tournament summary:
| Careful    | Random     | A | B | C |
| C/0.00 pts | C/0.00 pts | 215 | 215 | 215 |
| A/0.00 pts | A/0.00 pts | 214 | 216 | 216 |
| B/0.00 pts | B/0.00 pts | 215 | 215 | 217 |
| C/0.00 pts | C/0.00 pts | 216 | 216 | 216 |
| A/0.00 pts | A/0.00 pts | 215 | 217 | 217 |
| B/0.00 pts | B/0.00 pts | 216 | 216 | 218 |
| C/0.00 pts | C/0.00 pts | 217 | 217 | 217 |
| A/0.00 pts | A/0.00 pts | 216 | 218 | 218 |
| B/0.00 pts | B/0.00 pts | 217 | 217 | 219 |
| C/0.00 pts | C/0.00 pts | 218 | 218 | 218 |
| A/0.00 pts | A/0.00 pts | 217 | 219 | 219 |
| B/0.00 pts | B/0.00 pts | 218 | 218 | 220 |
| C/0.00 pts | C/0.00 pts | 219 | 219 | 219 |
| A/0.00 pts | A/0.00 pts | 218 | 220 | 220 |
| B/0.00 pts | B/0.00 pts | 219 | 219 | 221 |
| C/0.00 pts | C/0.00 pts | 220 | 220 | 220 |
| A/0.00 pts | A/0.00 pts | 219 | 221 | 221 |
| B/0.00 pts | B/0.00 pts | 220 | 220 | 222 |
| C/0.00 pts | C/0.00 pts | 221 | 221 | 221 |
| A/0.00 pts | A/0.00 pts | 220 | 222 | 222 |
| B/0.00 pts | B/0.00 pts | 221 | 221 | 223 |
| C/0.00 pts | C/0.00 pts | 222 | 222 | 222 |
| A/0.00 pts | A/0.00 pts | 221 | 223 | 223 |
| B/0.00 pts | B/0.00 pts | 222 | 222 | 224 |
| C/0.00 pts | C/0.00 pts | 223 | 223 | 223 |
| A/0.00 pts | A/0.00 pts | 222 | 224 | 224 |
| B/0.00 pts | B/0.00 pts | 223 | 223 | 225 |
| C/0.00 pts | C/0.00 pts | 224 | 224 | 224 |
| A/0.00 pts | A/0.00 pts | 223 | 225 | 225 |
| B/0.00 pts | B/0.00 pts | 224 | 224 | 226 |
| C/0.00 pts | C/0.00 pts | 225 | 225 | 225 |
| A/0.00 pts | A/0.00 pts | 224 | 226 | 226 |
| B/0.00 pts | B/0.00 pts | 225 | 225 | 227 |
| C/0.00 pts | C/0.00 pts | 226 | 226 | 226 |
| A/0.00 pts | A/0.00 pts | 225 | 227 | 227 |
| B/0.00 pts | B/0.00 pts | 226 | 226 | 228 |
| C/0.00 pts | C/0.00 pts | 227 | 227 | 227 |
| A/0.00 pts | A/0.00 pts | 226 | 228 | 228 |
| B/0.00 pts | B/0.00 pts | 227 | 227 | 229 |
| C/0.00 pts | C/0.00 pts | 228 | 228 | 228 |
| A/0.00 pts | A/0.00 pts | 227 | 229 | 229 |
| B/0.00 pts | B/0.00 pts | 228 | 228 | 230 |
| C/0.00 pts | C/0.00 pts | 229 | 229 | 229 |
| A/0.00 pts | A/0.00 pts | 228 | 230 | 230 |
| B/0.00 pts | B/0.00 pts | 229 | 229 | 231 |
| C/0.00 pts | C/0.00 pts | 230 | 230 | 230 |
| A/0.00 pts | A/0.00 pts | 229 | 231 | 231 |
| B/0.00 pts | B/0.00 pts | 230 | 230 | 232 |
| C/0.00 pts | C/0.00 pts | 231 | 231 | 231 |
| A/0.00 pts | A/0.00 pts | 230 | 232 | 232 |
| B/0.00 pts | B/0.00 pts | 231 | 231 | 233 |
| C/0.00 pts | C/0.00 pts | 232 | 232 | 232 |
| A/0.00 pts | A/0.00 pts | 231 | 233 | 233 |
| B/0.00 pts | B/0.00 pts | 232 | 232 | 234 |
| C/0.00 pts | C/0.00 pts | 233 | 233 | 233 |
| A/0.00 pts | A/0.00 pts | 232 | 234 | 234 |
| B/0.00 pts | B/0.00 pts | 233 | 233 | 235 |
| C/0.00 pts | C/0.00 pts | 234 | 234 | 234 |
| A/0.00 pts | A/0.00 pts | 233 | 235 | 235 |
| B/0.00 pts | B/0.00 pts | 234 | 234 | 236 |
| C/0.00 pts | C/0.00 pts | 235 | 235 | 235 |
| A/0.00 pts | A/0.00 pts | 234 | 236 | 236 |
| B/0.00 pts | B/0.00 pts | 235 | 235 | 237 |
| C/0.00 pts | C/0.00 pts | 236 | 236 | 236 |
| A/0.00 pts | A/0.00 pts | 235 | 237 | 237 |
| B/0.00 pts | B/0.00 pts | 236 | 236 | 238 |
| C/0.00 pts | C/0.00 pts | 237 | 237 | 237 |
| A/0.00 pts | A/0.00 pts | 236 | 238 | 238 |
| B/0.00 pts | B/0.00 pts | 237 | 237 | 239 |
| C/0.00 pts | C/0.00 pts | 238 | 238 | 238 |
| A/0.00 pts | A/0.00 pts | 237 | 239 | 239 |
| B/0.00 pts | B/0.00 pts | 238 | 238 | 240 |
| C/0.00 pts | C/0.00 pts | 239 | 239 | 239 |
| A/0.00 pts | A/0.00 pts | 238 | 240 | 240 |
| B/0.00 pts | B/0.00 pts | 239 | 239 | 241 |
| C/0.00 pts | C/0.00 pts | 240 | 240 | 240 |
| A/0.00 pts | A/0.00 pts | 239 | 241 | 241 |
| B/0.00 pts | B/0.00 pts | 240 | 240 | 242 |
| C/0.00 pts | C/0.00 pts | 241 | 241 | 241 |
| A/0.00 pts | A/0.00 pts | 240 | 242 | 242 |
| B/0.00 pts | B/0.00 pts | 241 | 241 | 243 |
| C/0.00 pts | C/0.00 pts | 242 | 242 | 242 |
| A/0.00 pts | A/0.00 pts | 241 | 243 | 243 |
| B/0.00 pts | B/0.00 pts | 242 | 242 | 244 |
| C/0.00 pts | C/0.00 pts | 243 | 243 | 243 |
| A/0.00 pts | A/0.00 pts | 242 | 244 | 244 |
| B/0.00 pts | B/0.00 pts | 243 | 243 | 245 |
| C/0.00 pts | C/0.00 pts | 244 | 244 | 244 |
| A/0.00 pts | A/0.00 pts | 243 | 245 | 245 |
| B/0.00 pts | B/0.00 pts | 244 | 244 | 246 |
| C/0.00 pts | C/0.00 pts | 245 | 245 | 245 |
| A/0.00 pts | A/0.00 pts | 244 | 246 | 246 |
| B/0.00 pts | B/0.00 pts | 245 | 245 | 247 |
| C/0.00 pts | C/0.00 pts | 246 | 246 | 246 |
| A/0.00 pts | A/0.00 pts | 245 | 247 | 247 |
| B/0.00 pts | B/0.00 pts | 246 | 246 | 248 |
| C/0.00 pts | C/0.00 pts | 247 | 247 | 247 |
| A/0.00 pts | A/0.00 pts | 246 | 248 | 248 |
| B/0.00 pts | B/0.00 pts | 247 | 247 | 249 |
| C/0.00 pts | C/0.00 pts | 248 | 248 | 248 |
| A/0.00 pts | A/0.00 pts | 247 | 249 | 249 |
| B/0.00 pts | B/0.00 pts | 248 | 248 | 250 |
| C/0.00 pts | C/0.00 pts | 249 | 249 | 249 |
| A/0.00 pts | A/0.00 pts | 248 | 250 | 250 |
| B/0.00 pts | B/0.00 pts | 249 | 249 | 251 |
| C/0.00 pts | C/0.00 pts | 250 | 250 | 250 |
| A/0.00 pts | A/0.00 pts | 249 | 251 | 251 |
| B/0.00 pts | B/0.00 pts | 250 | 250 | 252 |
| C/0.00 pts | C/0.00 pts | 251 | 251 | 251 |
| A/0.00 pts | A/0.00 pts | 250 | 252 | 252 |
| B/0.00 pts | B/0.00 pts | 251 | 251 | 253 |
| C/0.00 pts | C/0.00 pts | 252 | 252 | 252 |
| A/0.00 pts | A/0.00 pts | 251 | 253 | 253 |
| B/0.00 pts | B/0.00 pts | 252 | 252 | 254 |
| C/0.00 pts | C/0.00 pts | 253 | 253 | 253 |
| A/0.00 pts | A/0.00 pts | 252 | 254 | 254 |
| B/0.00 pts | B/0.00 pts | 253 | 253 | 255 |
| C/0.00 pts | C/0.00 pts | 254 | 254 | 254 |
| A/0.00 pts | A/0.00 pts | 253 | 255 | 255 |
| B/0.00 pts | B/0.00 pts | 254 | 254 | 256 |
| C/0.00 pts | C/0.00 pts | 255 | 255 | 255 |
| A/0.00 pts | A/0.00 pts | 254 | 256 | 256 |
| B/0.00 pts | B/0.00 pts | 255 | 255 | 257 |
| C/0.00 pts | C/0.00 pts | 256 | 256 | 256 |
| A/0.00 pts | A/0.00 pts | 255 | 257 | 257 |
| B/0.00 pts | B/0.00 pts | 256 | 256 | 258 |
| C/0.00 pts | C/0.00 pts | 257 | 257 | 257 |
| A/0.00 pts | A/0.00 pts | 256 | 258 | 258 |
| B/0.00 pts | B/0.00 pts | 257 | 257 | 259 |
| C/0.00 pts | C/0.00 pts | 258 | 258 | 258 |
| A/0.00 pts | A/0.00 pts | 257 | 259 | 259 |
| B/0.00 pts | B/0.00 pts | 258 | 258 | 260 |
| C/0.00 pts | C/0.00 pts | 259 | 259 | 259 |
| A/0.00 pts | A/0.00 pts | 258 | 260 | 260 |
| B/0.00 pts | B/0.00 pts | 259 | 259 | 261 |
| C/0.00 pts | C/0.00 pts | 260 | 260 | 260 |
| A/0.00 pts | A/0.00 pts | 259 | 261 | 261 |
| B/0.00 pts | B/0.00 pts | 260 | 260 | 262 |
| C/0.00 pts | C/0.00 pts | 261 | 261 | 261 |
| A/0.00 pts | A/0.00 pts | 260 | 262 | 262 |
| B/0.00 pts | B/0.00 pts | 261 | 261 | 263 |
| C/0.00 pts | C/0.00 pts | 262 | 262 | 262 |
| A/0.00 pts | A/0.00 pts | 261 | 263 | 263 |
| B/0.00 pts | B/0.00 pts | 262 | 262 | 264 |
| C/0.00 pts | C/0.00 pts | 263 | 263 | 263 |
| A/0.00 pts | A/0.00 pts | 262 | 264 | 264 |
| B/0.00 pts | B/0.00 pts | 263 | 263 | 265 |
| C/0.00 pts | C/0.00 pts | 264 | 264 | 264 |
| A/0.00 pts | A/0.00 pts | 263 | 265 | 265 |
| B/0.00 pts | B/0.00 pts | 264 | 264 | 266 |
| C/0.00 pts | C/0.00 pts | 265 | 265 | 265 |
| A/0.00 pts | A/0.00 pts | 264 | 266 | 266 |
| B/0.00 pts | B/0.00 pts | 265 | 265 | 267 |
| C/0.00 pts | C/0.00 pts | 266 | 266 | 266 |
| A/0.00 pts | A/0.00 pts | 265 | 267 | 267 |
| B/0.00 pts | B/0.00 pts | 266 | 266 | 268 |
| C/0.00 pts | C/0.00 pts | 267 | 267 | 267 |
| A/0.00 pts | A/0.00 pts | 266 | 268 | 268 |
| B/0.00 pts | B/0.00 pts | 267 | 267 | 269 |
| C/0.00 pts | C/0.00 pts | 268 | 268 | 268 |
| A/0.00 pts | A/0.00 pts | 267 | 269 | 269 |
| B/0.00 pts | B/0.00 pts | 268 | 268 | 270 |
| C/0.00 pts | C/0.00 pts | 269 | 269 | 269 |
| A/0.00 pts | A/0.00 pts | 268 | 270 | 270 |
| B/0.00 pts | B/0.00 pts | 269 | 269 | 271 |
| C/0.00 pts | C/0.00 pts | 270 | 270 | 270 |
| A/0.00 pts | A/0.00 pts | 269 | 271 | 271 |
| B/0.00 pts | B/0.00 pts | 270 | 270 | 272 |
| C/0.00 pts | C/0.00 pts | 271 | 271 | 271 |
| A/0.00 pts | A/0.00 pts | 270 | 272 | 272 |
| B/0.00 pts | B/0.00 pts | 271 | 271 | 273 |
| C/0.00 pts | C/0.00 pts | 272 | 272 | 272 |
| A/0.00 pts | A/0.00 pts | 271 | 273 | 273 |
| B/0.00 pts | B/0.00 pts | 272 | 272 | 274 |
| C/0.00 pts | C/0.00 pts | 273 | 273 | 273 |
| A/0.00 pts | A/0.00 pts | 272 | 274 | 274 |
| B/0.00 pts | B/0.00 pts | 273 | 273 | 275 |
| C/0.00 pts | C/0.00 pts | 274 | 274 | 274 |
| A/0.00 pts | A/0.00 pts | 273 | 275 | 275 |
| B/0.00 pts | B/0.00 pts | 274 | 274 | 276 |
| C/0.00 pts | C/0.00 pts | 275 | 275 | 275 |
| A/0.00 pts | A/0.00 pts | 274 | 276 | 276 |
| B/0.00 pts | B/0.00 pts | 275 | 275 | 277 |
| C/0.00 pts | C/0.00 pts | 276 | 276 | 276 |
| A/0.00 pts | A/0.00 pts | 275 | 277 | 277 |
| B/0.00 pts | B/0.00 pts | 276 | 276 | 278 |
| C/0.00 pts | C/0.00 pts | 277 | 277 | 277 |
| A/0.00 pts | A/0.00 pts | 276 | 278 | 278 |
| B/0.00 pts | B/0.00 pts | 277 | 277 | 279 |
| C/0.00 pts | C/0.00 pts | 278 | 278 | 278 |
| A/0.00 pts | A/0.00 pts | 277 | 279 | 279 |
| B/0.00 pts | B/0.00 pts | 278 | 278 | 280 |
| C/0.00 pts | C/0.00 pts | 279 | 279 | 279 |
| A/0.00 pts | A/0.00 pts | 278 | 280 | 280 |
| B/0.00 pts | B/0.00 pts | 279 | 279 | 281 |
| C/0.00 pts | C/0.00 pts | 280 | 280 | 280 |
| A/0.00 pts | A/0.00 pts | 279 | 281 | 281 |
| B/0.00 pts | B/0.00 pts | 280 | 280 | 282 |
| C/0.00 pts | C/0.00 pts | 281 | 281 | 281 |
| A/0.00 pts | A/0.00 pts | 280 | 282 | 282 |
| B/0.00 pts | B/0.00 pts | 281 | 281 | 283 |
| C/0.00 pts | C/0.00 pts | 282 | 282 | 282 |
| A/0.00 pts | A/0.00 pts | 281 | 283 | 283 |
| B/0.00 pts | B/0.00 pts | 282 | 282 | 284 |
| C/0.00 pts | C/0.00 pts | 283 | 283 | 283 |
| A/0.00 pts | A/0.00 pts | 282 | 284 | 284 |
| B/0.00 pts | B/0.00 pts | 283 | 283 | 285 |
| C/0.00 pts | C/0.00 pts | 284 | 284 | 284 |
| A/0.00 pts | A/0.00 pts | 283 | 285 | 285 |
| B/0.00 pts | B/0.00 pts | 284 | 284 | 286 |
| C/0.00 pts | C/0.00 pts | 285 | 285 | 285 |
| A/0.00 pts | A/0.00 pts | 284 | 286 | 286 |
| B/0.00 pts | B/0.00 pts | 285 | 285 | 287 |
| C/0.00 pts | C/0.00 pts | 286 | 286 | 286 |
| A/0.00 pts | A/0.00 pts | 285 | 287 | 287 |
| B/0.00 pts | B/0.00 pts | 286 | 286 | 288 |
| C/0.00 pts | C/0.00 pts | 287 | 287 | 287 |
| A/0.00 pts | A/0.00 pts | 286 | 288 | 288 |
| B/0.00 pts | B/0.00 pts | 287 | 287 | 289 |
| C/0.00 pts | C/0.00 pts | 288 | 288 | 288 |
| A/0.00 pts | A/0.00 pts | 287 | 289 | 289 |
| B/0.00 pts | B/0.00 pts | 288 | 288 | 290 |
| C/0.00 pts | C/0.00 pts | 289 | 289 | 289 |
| A/0.00 pts | A/0.00 pts | 288 | 290 | 290 |
| B/0.00 pts | B/0.00 pts | 289 | 289 | 291 |
| C/0.00 pts | C/0.00 pts | 290 | 290 | 290 |
| A/0.00 pts | A/0.00 pts | 289 | 291 | 291 |
| B/0.00 pts | B/0.00 pts | 290 | 290 | 292 |
| C/0.00 pts | C/0.00 pts | 291 | 291 | 291 |
| A/0.00 pts | A/0.00 pts | 290 | 292 | 292 |
| B/0.00 pts | B/0.00 pts | 291 | 291 | 293 |
| C/0.00 pts | C/0.00 pts | 292 | 292 | 292 |
| A/0.00 pts | A/0.00 pts | 291 | 293 | 293 |
| B/0.00 pts | B/0.00 pts | 292 | 292 | 294 |
| C/0.00 pts | C/0.00 pts | 293 | 293 | 293 |
| A/0.00 pts | A/0.00 pts | 292 | 294 | 294 |
| B/0.00 pts | B/0.00 pts | 293 | 293 | 295 |
| C/0.00 pts | C/0.00 pts | 294 | 294 | 294 |
| A/0.00 pts | A/0.00 pts | 293 | 295 | 295 |
| B/0.00 pts | B/0.00 pts | 294 | 294 | 296 |
| C/0.00 pts | C/0.00 pts | 295 | 295 | 295 |
| A/0.00 pts | A/0.00 pts | 294 | 296 | 296 |
| B/0.00 pts | B/0.00 pts | 295 | 295 | 297 |
| C/0.00 pts | C/0.00 pts | 296 | 296 | 296 |
| A/0.00 pts | A/0.00 pts | 295 | 297 | 297 |
| B/0.00 pts | B/0.00 pts | 296 | 296 | 298 |
| C/0.00 pts | C/0.00 pts | 297 | 297 | 297 |
| A/0.00 pts | A/0.00 pts | 296 | 298 | 298 |
| B/0.00 pts | B/0.00 pts | 297 | 297 | 299 |
| C/0.00 pts | C/0.00 pts | 298 | 298 | 298 |
| A/0.00 pts | A/0.00 pts | 297 | 299 | 299 |
| B/0.00 pts | B/0.00 pts | 298 | 298 | 300 |
| C/0.00 pts | C/0.00 pts | 299 | 299 | 299 |
| A/0.00 pts | A/0.00 pts | 298 | 300 | 300 |
| B/0.00 pts | B/0.00 pts | 299 | 299 | 301 |
| C/0.00 pts | C/0.00 pts | 300 | 300 | 300 |
| A/0.00 pts | A/0.00 pts | 299 | 301 | 301 |
| B/0.00 pts | B/0.00 pts | 300 | 300 | 302 |
| C/0.00 pts | C/0.00 pts | 301 | 301 | 301 |

--------------------------------------------------

--------------------------------------------------
Tournament Greedy vs. Previous field finished. 
Player tournament scores: 
| Greedy  | Previous field |
| 1713.59 | 1713.59        |

Tournament summary:
| Greedy     | Previous field | A | B | C |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
| A/0.00 pts | A/0.00 pts     | 0 | 2 | 2 |
| B/3.81 pts | C/3.81 pts     | 1 | 1 | 1 |
